,Variable,Coefficient,P-value
1136,C(COMPANY_ID)[T.3950],2112027720.3486786,0.3417100078197055
1137,C(COMPANY_ID)[T.3952],-6853817437.411905,0.34171000725746326
1138,C(COMPANY_ID)[T.3953],-6853817435.23465,0.3417100074107934
1139,C(COMPANY_ID)[T.3955],417175054.8657073,0.34171000704329435
1140,C(COMPANY_ID)[T.3958],613345564.1437516,0.3417100074223216
1141,C(COMPANY_ID)[T.3962],1672273402.3538246,0.3417100066233528
1142,C(COMPANY_ID)[T.3964],-1471402737.5162692,0.3417100074574453
1143,C(COMPANY_ID)[T.3965],2112027721.921023,0.3417100074602716
1144,C(COMPANY_ID)[T.3966],-1471402737.6217546,0.3417100074227122
1145,C(COMPANY_ID)[T.3967],417175059.090134,0.3417100021552514
1146,C(COMPANY_ID)[T.3969],613345564.4235744,0.3417100072023078
1147,C(COMPANY_ID)[T.3971],-1076658045.9002292,0.3417100068165052
1148,C(COMPANY_ID)[T.3973],2846990704.8700333,0.34171000729821965
1149,C(COMPANY_ID)[T.3975],613345561.5104244,0.341710009494518
1150,C(COMPANY_ID)[T.398],-1471402740.361364,0.3417100065240727
1151,C(COMPANY_ID)[T.3980],417175053.7967701,0.34171000828018716
1152,C(COMPANY_ID)[T.3983],8719727971.359936,0.34171000742668023
1153,C(COMPANY_ID)[T.3984],-1471402737.9108853,0.3417100073278819
1154,C(COMPANY_ID)[T.3985],613345565.7025115,0.34171000619518044
1155,C(COMPANY_ID)[T.3986],0.06674727685301995,0.8548804076475494
1156,C(COMPANY_ID)[T.3987],2112027722.3809652,0.34171000735514045
1157,C(COMPANY_ID)[T.3991],1672273395.9182467,0.34171000848112554
1158,C(COMPANY_ID)[T.3992],1672273399.8680458,0.3417100073409507
1159,C(COMPANY_ID)[T.3993],417175053.155622,0.3417100090222166
1160,C(COMPANY_ID)[T.3994],-1076658044.603808,0.3417100073969688
1161,C(COMPANY_ID)[T.3995],613345566.7462907,0.34171000537387597
1162,C(COMPANY_ID)[T.3996],-3.607523596353724e-15,0.05463931589028517
1163,C(COMPANY_ID)[T.3997],-1471402736.8624554,0.34171000767202064
1164,C(COMPANY_ID)[T.3998],417175050.7628939,0.34171001179088023
1165,C(COMPANY_ID)[T.3999],613345562.0986016,0.3417100090316014
1166,C(COMPANY_ID)[T.4000],0.5350195160543552,0.18945927632637216
1167,C(COMPANY_ID)[T.4001],135497076372.97055,0.341710007378615
1168,C(COMPANY_ID)[T.4002],613345562.9238508,0.3417100083833059
1169,C(COMPANY_ID)[T.4003],613345566.7073426,0.34171000540464513
1170,C(COMPANY_ID)[T.4004],-4173102899.525791,0.34171000730330103
1171,C(COMPANY_ID)[T.4007],-4866746740.397106,0.3417100070075295
1172,C(COMPANY_ID)[T.4008],-4866746736.648205,0.3417100073791085
1173,C(COMPANY_ID)[T.4009],-29208743030.718216,0.3417100074253089
1174,C(COMPANY_ID)[T.4010],-3.4318002437584036,0.0009995698448308887
1175,C(COMPANY_ID)[T.4011],-4866746738.289064,0.3417100072163599
1176,C(COMPANY_ID)[T.4012],-2.088812953369777,0.005208700856796815
1177,C(COMPANY_ID)[T.4014],-4866746738.146534,0.34171000723049627
1178,C(COMPANY_ID)[T.4016],-0.47786963418417655,0.2970227934676993
1179,C(COMPANY_ID)[T.4017],-1076658042.9550712,0.3417100081369663
1180,C(COMPANY_ID)[T.4018],-0.5924749028615617,0.3417838038928136
1181,C(COMPANY_ID)[T.4020],-4173102896.3409643,0.34171000767174187
1182,C(COMPANY_ID)[T.4021],-1471402736.1611524,0.34171000790205575
1183,C(COMPANY_ID)[T.4023],-1471402739.0363307,0.3417100069587581
1184,C(COMPANY_ID)[T.4025],417175054.87274325,0.3417100070352749
1185,C(COMPANY_ID)[T.4026],-1.0626767024937597e-16,0.9597197235453233
1186,C(COMPANY_ID)[T.4030],-4866746737.289549,0.34171000731546775
1187,C(COMPANY_ID)[T.4032],-29208743033.489212,0.34171000737947643
1188,C(COMPANY_ID)[T.4033],417175054.48805726,0.3417100074802013
1189,C(COMPANY_ID)[T.4036],613345561.9491823,0.3417100091494173
1190,C(COMPANY_ID)[T.4037],-1471402736.4830875,0.341710007796309
1191,C(COMPANY_ID)[T.4038],-29208743032.820175,0.341710007390544
1192,C(COMPANY_ID)[T.4040],1672273398.5132022,0.3417100077319619
1193,C(COMPANY_ID)[T.4043],-29208743033.413727,0.341710007380726
1194,C(COMPANY_ID)[T.4044],-29208743032.798485,0.3417100073908904
1195,C(COMPANY_ID)[T.4046],-4173102899.8113346,0.34171000727024103
1196,C(COMPANY_ID)[T.4047],-29208743035.723694,0.34171000734254864
1197,C(COMPANY_ID)[T.405],417175057.5417681,0.34171000394745543
1198,C(COMPANY_ID)[T.4050],-1471402737.2144737,0.34171000755650394
1199,C(COMPANY_ID)[T.4052],1.9545538970378051,5.421371910103557e-07
1200,C(COMPANY_ID)[T.4054],417175056.898955,0.3417100046902384
1201,C(COMPANY_ID)[T.4055],417175054.01788354,0.34171000802558227
1202,C(COMPANY_ID)[T.4056],-29208743033.08544,0.341710007386163
1203,C(COMPANY_ID)[T.4057],-4866746736.189941,0.3417100074245597
1204,C(COMPANY_ID)[T.4060],-1076658043.5765858,0.34171000785752215
1205,C(COMPANY_ID)[T.4061],2112027723.2037883,0.3417100071670607
1206,C(COMPANY_ID)[T.4062],-29208743034.086487,0.3417100073696028
1207,C(COMPANY_ID)[T.4065],-1076658046.8032687,0.3417100064111831
1208,C(COMPANY_ID)[T.4066],-29208743034.300613,0.3417100073660596
1209,C(COMPANY_ID)[T.4068],-29208743033.35549,0.34171000738168433
1210,C(COMPANY_ID)[T.4072],613345564.0050209,0.34171000753121206
1211,C(COMPANY_ID)[T.4073],417175053.52911747,0.3417100085900464
1212,C(COMPANY_ID)[T.4075],-1.479712191390186,0.007851959410708693
1213,C(COMPANY_ID)[T.4076],-1471402735.4979324,0.3417100081197628
1214,C(COMPANY_ID)[T.4077],-1471402735.1384625,0.3417100082374587
1215,C(COMPANY_ID)[T.4078],613345561.8686373,0.34171000921268047
1216,C(COMPANY_ID)[T.4079],613345565.2557478,0.34171000654700034
1217,C(COMPANY_ID)[T.4081],1672273398.9428864,0.34171000760786385
1218,C(COMPANY_ID)[T.4083],-5490601994.272259,0.3417100074435758
1219,C(COMPANY_ID)[T.4084],-29208743033.31302,0.3417100073823893
1220,C(COMPANY_ID)[T.4086],1672273399.3599977,0.3417100074874503
1221,C(COMPANY_ID)[T.4087],-2.1219102971850948e-15,0.26328953127972443
1222,C(COMPANY_ID)[T.4088],-29208743033.559914,0.3417100073783127
1223,C(COMPANY_ID)[T.4089],417175055.2936349,0.341710006547975
1224,C(COMPANY_ID)[T.4090],-29208743033.903564,0.3417100073726257
1225,C(COMPANY_ID)[T.4091],-4866746736.599138,0.3417100073839573
1226,C(COMPANY_ID)[T.4092],-1076658045.561662,0.34171000696747134
1227,C(COMPANY_ID)[T.4093],-1471402738.732759,0.34171000705804744
1228,C(COMPANY_ID)[T.4094],-29208743033.502106,0.3417100073792667
1229,C(COMPANY_ID)[T.4095],-29208743032.17167,0.34171000740126023
1230,C(COMPANY_ID)[T.4097],417175055.71625197,0.3417100060587781
1231,C(COMPANY_ID)[T.4100],613345563.4611328,0.3417100079593468
1232,C(COMPANY_ID)[T.4101],417175054.603945,0.34171000734633616
1233,C(COMPANY_ID)[T.4103],417175055.30611515,0.3417100065337342
1234,C(COMPANY_ID)[T.4104],-4866746735.32196,0.34171000751066116
1235,C(COMPANY_ID)[T.4106],135497076373.20572,0.34171000737778356
1236,C(COMPANY_ID)[T.4107],613345564.4587083,0.3417100071738317
1237,C(COMPANY_ID)[T.4110],-1471402737.438665,0.341710007483063
1238,C(COMPANY_ID)[T.4111],613345566.4808776,0.3417100055825155
1239,C(COMPANY_ID)[T.4112],-4866746736.3043995,0.3417100074132946
1240,C(COMPANY_ID)[T.4113],-29208743033.974754,0.34171000737146506
1241,C(COMPANY_ID)[T.4115],-4866746737.802504,0.341710007264623
1242,C(COMPANY_ID)[T.4116],-4866746738.314116,0.34171000721385225
1243,C(COMPANY_ID)[T.4118],-4866746737.74807,0.34171000727005163
1244,C(COMPANY_ID)[T.4120],2846990706.4443197,0.3417100070312249
1245,C(COMPANY_ID)[T.4122],-1076658047.183918,0.34171000624004977
1246,C(COMPANY_ID)[T.4123],-4866746738.010315,0.34171000724400524
1247,C(COMPANY_ID)[T.4124],613345566.167315,0.3417100058296054
1248,C(COMPANY_ID)[T.4125],417175053.4534253,0.34171000867758394
1249,C(COMPANY_ID)[T.4126],1672273398.759004,0.34171000766087545
1250,C(COMPANY_ID)[T.4127],-1471402737.5930195,0.3417100074323016
1251,C(COMPANY_ID)[T.4131],-4866746736.371809,0.3417100074065258
1252,C(COMPANY_ID)[T.4133],417175055.3343725,0.3417100065010775
1253,C(COMPANY_ID)[T.4134],1672273401.3009214,0.34171000692710973
1254,C(COMPANY_ID)[T.4135],-5490602002.852419,0.3417100066893062
1255,C(COMPANY_ID)[T.4136],1.4954494462277268,0.00022037606839465378
1256,C(COMPANY_ID)[T.4137],2112027721.884015,0.34171000746878855
1257,C(COMPANY_ID)[T.4138],2112027723.9238005,0.3417100070025151
1258,C(COMPANY_ID)[T.414],613345563.302038,0.34171000808488816
1259,C(COMPANY_ID)[T.4141],-1471402737.4276385,0.3417100074864783
1260,C(COMPANY_ID)[T.4142],613345565.7941482,0.34171000612359304
1261,C(COMPANY_ID)[T.4144],2112027723.1705742,0.34171000717468836
1262,C(COMPANY_ID)[T.4145],-4866746735.848272,0.34171000745842217
1263,C(COMPANY_ID)[T.4149],1.0248155073698015,0.039419592675689626
1264,C(COMPANY_ID)[T.4150],613345566.4600134,0.3417100055988983
1265,C(COMPANY_ID)[T.4154],613345562.6823473,0.3417100085721827
1266,C(COMPANY_ID)[T.4155],-1076658044.7574952,0.3417100073279882
1267,C(COMPANY_ID)[T.4157],613345562.0412693,0.341710009077121
1268,C(COMPANY_ID)[T.4158],1672273400.4501877,0.34171000717285915
1269,C(COMPANY_ID)[T.4162],2846990704.6301794,0.3417100073389704
1270,C(COMPANY_ID)[T.4163],-1471402735.900032,0.34171000798762075
1271,C(COMPANY_ID)[T.4164],-1471402736.87002,0.34171000766939896
1272,C(COMPANY_ID)[T.4165],417175055.1712359,0.3417100066901101
1273,C(COMPANY_ID)[T.4167],-1076658045.9358108,0.34171000679981456
1274,C(COMPANY_ID)[T.4168],613345562.8771827,0.34171000841938026
1275,C(COMPANY_ID)[T.4174],-5490601993.018362,0.34171000755387193
1276,C(COMPANY_ID)[T.4177],-6853817434.275982,0.3417100074783179
1277,C(COMPANY_ID)[T.4178],-29208743032.457138,0.3417100073965337
1278,C(COMPANY_ID)[T.4180],417175052.0707865,0.3417100102779549
1279,C(COMPANY_ID)[T.4182],-29208743033.311752,0.3417100073824003
1280,C(COMPANY_ID)[T.4184],417175054.6695826,0.3417100072708469
1281,C(COMPANY_ID)[T.4185],-1471402738.8387861,0.3417100070234034
1282,C(COMPANY_ID)[T.4186],0.8333811128980328,0.1833302533461893
1283,C(COMPANY_ID)[T.4190],3173357203.0333595,0.34171000741536195
1284,C(COMPANY_ID)[T.4191],613345567.5635276,0.34171000473077817
1285,C(COMPANY_ID)[T.4193],0.47063320795930413,0.5300472310737716
1286,C(COMPANY_ID)[T.4194],0.5172791876518689,0.340579789769052
1287,C(COMPANY_ID)[T.4195],0.20111801223972603,0.6402080646681725
1288,C(COMPANY_ID)[T.4196],613345564.6602097,0.3417100070158111
1289,C(COMPANY_ID)[T.4202],-1471402739.502211,0.3417100068060076
1290,C(COMPANY_ID)[T.4203],-6853817434.683685,0.3417100074495969
1291,C(COMPANY_ID)[T.4204],-4866746737.835236,0.3417100072612995
1292,C(COMPANY_ID)[T.4206],3173357205.165427,0.34171000709107147
1293,C(COMPANY_ID)[T.4208],613345563.2316813,0.34171000814020447
1294,C(COMPANY_ID)[T.4209],613345563.2911897,0.34171000809349816
1295,C(COMPANY_ID)[T.4210],417175055.5227746,0.3417100062831503
1296,C(COMPANY_ID)[T.4212],1672273399.502603,0.34171000744641433
1297,C(COMPANY_ID)[T.4213],1672273399.7465801,0.34171000737642176
1298,C(COMPANY_ID)[T.4215],613345565.0011506,0.34171000674743746
1299,C(COMPANY_ID)[T.4216],-6853817433.625868,0.34171000752408753
1300,C(COMPANY_ID)[T.4217],-6853817435.483974,0.3417100073932231
1301,C(COMPANY_ID)[T.4218],417175053.45665836,0.34171000867356616
1302,C(COMPANY_ID)[T.4219],417175052.7430953,0.3417100094995885
1303,C(COMPANY_ID)[T.4221],-1076658042.9432423,0.3417100081414035
1304,C(COMPANY_ID)[T.4223],1.0918826023028965,0.07879963697832107
1305,C(COMPANY_ID)[T.4224],1672273399.7642474,0.3417100073708921
1306,C(COMPANY_ID)[T.4225],-29208743033.12455,0.34171000738549584
1307,C(COMPANY_ID)[T.4226],613345565.2906787,0.3417100065195532
1308,C(COMPANY_ID)[T.4227],-29208743034.978165,0.34171000735486956
1309,C(COMPANY_ID)[T.4228],-4866746737.990038,0.3417100072459921
1310,C(COMPANY_ID)[T.4229],613345564.1774983,0.3417100073959892
1311,C(COMPANY_ID)[T.4230],1.9613771521708194,1.8739182817300403e-05
1312,C(COMPANY_ID)[T.4231],1.5930030596625094e-15,0.38226106003944016
1313,C(COMPANY_ID)[T.4233],0.6917949426658927,0.5084493465305348
1314,C(COMPANY_ID)[T.4234],135497076373.45001,0.3417100073769034
1315,C(COMPANY_ID)[T.4235],-4866746736.96508,0.3417100073476761
1316,C(COMPANY_ID)[T.4238],1672273399.1297512,0.3417100075538634
1317,C(COMPANY_ID)[T.4239],417175053.1127806,0.3417100090719548
1318,C(COMPANY_ID)[T.4242],-1471402737.7883668,0.3417100073681595
1319,C(COMPANY_ID)[T.4244],1.6950875891026935,0.00023808351789750956
1320,C(COMPANY_ID)[T.4246],-1076658046.1434739,0.34171000670659935
1321,C(COMPANY_ID)[T.4251],-4866746737.158905,0.3417100073284326
1322,C(COMPANY_ID)[T.4253],-29208743034.046234,0.34171000737028834
1323,C(COMPANY_ID)[T.4254],-4173102899.6618023,0.34171000728751655
1324,C(COMPANY_ID)[T.4255],417175054.14347374,0.34171000787940287
1325,C(COMPANY_ID)[T.4256],-29208743033.23822,0.34171000738361823
1326,C(COMPANY_ID)[T.4258],3173357203.1674576,0.34171000739503443
1327,C(COMPANY_ID)[T.4260],417175054.64004266,0.34171000730477197
1328,C(COMPANY_ID)[T.4261],-8.121091058152809e-16,0.6813386653871025
1329,C(COMPANY_ID)[T.4262],417175054.57103705,0.3417100073841276
1330,C(COMPANY_ID)[T.4263],135497076372.76508,0.3417100073793521
1331,C(COMPANY_ID)[T.4264],417175053.93429804,0.34171000812077656
1332,C(COMPANY_ID)[T.4266],-1471402736.8779225,0.34171000766680815
1333,C(COMPANY_ID)[T.4267],613345564.4463267,0.3417100071840642
1334,C(COMPANY_ID)[T.4269],-1471402736.7070718,0.34171000772312976
1335,C(COMPANY_ID)[T.427],613345564.1878843,0.3417100073876004
1336,C(COMPANY_ID)[T.4270],-1471402736.1360712,0.3417100079102333
1337,C(COMPANY_ID)[T.4272],8719727974.008204,0.3417100072800886
1338,C(COMPANY_ID)[T.4273],3173357203.3440437,0.3417100073680248
1339,C(COMPANY_ID)[T.4279],0.4756031872410118,0.44195360494700375
1340,C(COMPANY_ID)[T.4280],417175054.87376094,0.34171000703388554
1341,C(COMPANY_ID)[T.4281],-4866746734.921938,0.34171000755036407
1342,C(COMPANY_ID)[T.4284],-1471402737.0600972,0.3417100076072688
1343,C(COMPANY_ID)[T.4286],-1471402737.3621626,0.34171000750789715
1344,C(COMPANY_ID)[T.4288],-4866746735.337421,0.3417100075091184
1345,C(COMPANY_ID)[T.4289],0.25106063758523445,0.6598401205478654
1346,C(COMPANY_ID)[T.4290],-1471402735.595191,0.3417100080877058
1347,C(COMPANY_ID)[T.4291],8719727973.950583,0.3417100072832727
1348,C(COMPANY_ID)[T.4292],-1076658044.4723098,0.3417100074555557
1349,C(COMPANY_ID)[T.4293],-4866746736.732195,0.3417100073707837
1350,C(COMPANY_ID)[T.4294],417175053.86503506,0.34171000820147823
1351,C(COMPANY_ID)[T.4295],2112027722.5773673,0.3417100073103492
1352,C(COMPANY_ID)[T.4297],613345564.7576797,0.3417100069390656
1353,C(COMPANY_ID)[T.4299],-1471402737.501378,0.34171000746224134
1354,C(COMPANY_ID)[T.4301],417175054.3681532,0.3417100076192452
1355,C(COMPANY_ID)[T.4302],-29208743033.44465,0.34171000738019053
1356,C(COMPANY_ID)[T.4303],-6853817435.53145,0.34171000738988655
1357,C(COMPANY_ID)[T.4304],135497076372.46335,0.34171000738041757
1358,C(COMPANY_ID)[T.4305],-4866746734.578615,0.3417100075843914
1359,C(COMPANY_ID)[T.4306],-29208743033.897064,0.3417100073727424
1360,C(COMPANY_ID)[T.4307],613345564.8872988,0.3417100068371304
1361,C(COMPANY_ID)[T.4308],-4866746735.553612,0.3417100074876903
1362,C(COMPANY_ID)[T.4310],2846990705.1263256,0.34171000725483136
1363,C(COMPANY_ID)[T.4311],-29208743032.26764,0.3417100073996595
1364,C(COMPANY_ID)[T.4316],2846990704.9653406,0.34171000728213574
1365,C(COMPANY_ID)[T.4317],-4866746736.192646,0.34171000742430735
1366,C(COMPANY_ID)[T.4318],-4866746736.207096,0.34171000742284297
1367,C(COMPANY_ID)[T.4319],135497076369.73639,0.3417100073901417
1368,C(COMPANY_ID)[T.4320],-4866746736.50968,0.3417100073928865
1369,C(COMPANY_ID)[T.4321],-4866746736.328665,0.34171000741077295
1370,C(COMPANY_ID)[T.4326],613345563.7614233,0.3417100077231525
1371,C(COMPANY_ID)[T.4330],-4866746735.9897785,0.3417100074444138
1372,C(COMPANY_ID)[T.4331],1672273399.81748,0.34171000735559465
1373,C(COMPANY_ID)[T.4333],-0.8541093782844076,0.17011762891236704
1374,C(COMPANY_ID)[T.4336],-1471402736.1680584,0.3417100078997687
1375,C(COMPANY_ID)[T.4338],-4866746736.511351,0.3417100073926983
1376,C(COMPANY_ID)[T.4339],135497076370.4172,0.34171000738771484
1377,C(COMPANY_ID)[T.4342],613345563.4965384,0.34171000793207496
1378,C(COMPANY_ID)[T.4344],-5490601993.686632,0.3417100074950541
1379,C(COMPANY_ID)[T.4345],-1471402738.3990073,0.34171000716766387
1380,C(COMPANY_ID)[T.4346],613345564.9973614,0.3417100067504121
1381,C(COMPANY_ID)[T.4349],1672273399.0071468,0.34171000758941517
1382,C(COMPANY_ID)[T.4351],-5490601995.085588,0.3417100073720657
1383,C(COMPANY_ID)[T.4354],417175054.81845903,0.34171000709760757
1384,C(COMPANY_ID)[T.4356],-1471402738.0049477,0.34171000729708245
1385,C(COMPANY_ID)[T.4357],-4866746736.382828,0.34171000740543034
1386,C(COMPANY_ID)[T.4358],-4866746738.00667,0.3417100072443323
1387,C(COMPANY_ID)[T.4359],417175057.40377486,0.3417100041069838
1388,C(COMPANY_ID)[T.436],613345568.284065,0.34171000416407327
1389,C(COMPANY_ID)[T.4360],-1471402737.5747466,0.34171000743809754
1390,C(COMPANY_ID)[T.4361],-4866746736.940962,0.34171000735008383
1391,C(COMPANY_ID)[T.4362],-4866746736.621296,0.34171000738177904
1392,C(COMPANY_ID)[T.4363],135497076373.8115,0.34171000737562673
1393,C(COMPANY_ID)[T.4370],-1.1757690036319206,0.11800731153817527
1394,C(COMPANY_ID)[T.4373],8719727971.648207,0.34171000741071256
1395,C(COMPANY_ID)[T.4375],1672273400.0942106,0.3417100072756074
1396,C(COMPANY_ID)[T.4376],-1471402738.469956,0.3417100071447472
1397,C(COMPANY_ID)[T.4377],2846990705.977643,0.34171000711046473
1398,C(COMPANY_ID)[T.4378],417175052.23118603,0.3417100100924353
1399,C(COMPANY_ID)[T.4380],-4866746737.010412,0.34171000734316914
1400,C(COMPANY_ID)[T.4381],-1.1459432330430452,0.2718160236352963
1401,C(COMPANY_ID)[T.4383],-1471402737.1859546,0.34171000756575076
1402,C(COMPANY_ID)[T.4385],613345564.1088457,0.3417100074500191
1403,C(COMPANY_ID)[T.4386],1.881779631497591,0.00015431973927458224
1404,C(COMPANY_ID)[T.4387],-4173102898.4922714,0.3417100074228888
1405,C(COMPANY_ID)[T.4389],-4866746736.481895,0.34171000739552526
1406,C(COMPANY_ID)[T.4391],-29208743030.16974,0.3417100074343311
1407,C(COMPANY_ID)[T.4392],417175055.4565469,0.34171000636001947
1408,C(COMPANY_ID)[T.4398],-1076658040.7210555,0.34171000913769645
1409,C(COMPANY_ID)[T.4399],613345564.8178914,0.3417100068919875
1410,C(COMPANY_ID)[T.44],2846990702.044405,0.34171000777742466
1411,C(COMPANY_ID)[T.4400],613345564.457509,0.34171000717540323
1412,C(COMPANY_ID)[T.4403],-6853817435.842102,0.34171000736803947
1413,C(COMPANY_ID)[T.4404],8719727971.883503,0.34171000739767643
1414,C(COMPANY_ID)[T.4405],613345562.3198247,0.341710008857405
1415,C(COMPANY_ID)[T.4406],-29208743033.144035,0.34171000738519364
1416,C(COMPANY_ID)[T.4408],2.409964297645126,0.02146138956498865
1417,C(COMPANY_ID)[T.4409],3173357200.0940237,0.3417100078625527
1418,C(COMPANY_ID)[T.4411],135497076370.26859,0.3417100073882362
1419,C(COMPANY_ID)[T.4412],-4866746735.582577,0.3417100074848257
1420,C(COMPANY_ID)[T.4415],2846990703.6698513,0.3417100075018322
1421,C(COMPANY_ID)[T.4422],-4866746735.758806,0.3417100074673256
1422,C(COMPANY_ID)[T.4425],-1471402738.6166668,0.3417100070963851
1423,C(COMPANY_ID)[T.4426],-4866746737.057114,0.34171000733855694
1424,C(COMPANY_ID)[T.4427],417175053.4460547,0.3417100086862622
1425,C(COMPANY_ID)[T.443],613345564.0565472,0.34171000749076186
1426,C(COMPANY_ID)[T.4430],-29208743032.91002,0.34171000738904933
1427,C(COMPANY_ID)[T.4435],417175052.20542145,0.3417100101200189
1428,C(COMPANY_ID)[T.4436],-29208743034.805855,0.34171000735772106
1429,C(COMPANY_ID)[T.4439],417175058.38075197,0.34171000297623033
1430,C(COMPANY_ID)[T.4440],417175054.47821045,0.34171000749129055
1431,C(COMPANY_ID)[T.4441],-4173102898.8548136,0.3417100073809013
1432,C(COMPANY_ID)[T.4443],417175053.79822016,0.3417100082784771
1433,C(COMPANY_ID)[T.4445],613345565.5874505,0.34171000628593806
1434,C(COMPANY_ID)[T.4447],-5490601990.874048,0.3417100077423425
1435,C(COMPANY_ID)[T.4451],613345564.0699751,0.3417100074802115
1436,C(COMPANY_ID)[T.4455],-4866746736.867695,0.341710007357344
1437,C(COMPANY_ID)[T.4459],-1471402735.7969327,0.3417100080214748
1438,C(COMPANY_ID)[T.4460],417175056.7353896,0.34171000487972847
1439,C(COMPANY_ID)[T.4463],417175054.6469916,0.34171000729649637
1440,C(COMPANY_ID)[T.4464],-1.823505320458223e-15,0.22641755896057192
1441,C(COMPANY_ID)[T.4467],-4866746736.888512,0.34171000735532797
1442,C(COMPANY_ID)[T.4469],-4866746738.870157,0.34171000715876865
1443,C(COMPANY_ID)[T.4471],-1471402739.377078,0.34171000684701613
1444,C(COMPANY_ID)[T.4474],1672273400.335137,0.3417100072060637
1445,C(COMPANY_ID)[T.4479],417175057.07350075,0.3417100044873377
1446,C(COMPANY_ID)[T.4486],1672273397.5142646,0.34171000802047413
1447,C(COMPANY_ID)[T.4489],1672273403.0069032,0.3417100064348253
1448,C(COMPANY_ID)[T.4490],-29208743035.270508,0.34171000735004475
1449,C(COMPANY_ID)[T.4493],1.7517662167358785,0.0012598453087391864
1450,C(COMPANY_ID)[T.4494],-29208743032.325157,0.34171000739871205
1451,C(COMPANY_ID)[T.4495],0.7044113130383658,0.19343861221832084
1452,C(COMPANY_ID)[T.4496],0.5616903298711423,0.29976557962000383
1453,C(COMPANY_ID)[T.4498],-1471402738.0341105,0.3417100072877177
1454,C(COMPANY_ID)[T.4502],-4866746739.206114,0.3417100071252962
1455,C(COMPANY_ID)[T.4507],-1471402736.4342213,0.34171000781291216
1456,C(COMPANY_ID)[T.4509],613345563.4437885,0.34171000797335394
1457,C(COMPANY_ID)[T.451],-5490601992.575722,0.34171000759273185
1458,C(COMPANY_ID)[T.4510],3173357202.23847,0.34171000753624825
1459,C(COMPANY_ID)[T.4514],-0.5856737729983441,0.2804779366593789
1460,C(COMPANY_ID)[T.4516],-0.8383010875635595,0.4233740587908994
1461,C(COMPANY_ID)[T.4517],613345564.2756083,0.3417100073180931
1462,C(COMPANY_ID)[T.4519],-4866746735.576431,0.3417100074854339
1463,C(COMPANY_ID)[T.452],-6853817436.326649,0.34171000733381907
1464,C(COMPANY_ID)[T.4520],1672273401.0223064,0.3417100070074486
1465,C(COMPANY_ID)[T.4521],-4866746735.780048,0.3417100074652317
1466,C(COMPANY_ID)[T.4522],-29208743032.405327,0.34171000739738666
1467,C(COMPANY_ID)[T.4525],-4866746736.051378,0.34171000743827684
1468,C(COMPANY_ID)[T.4526],3173357204.941759,0.34171000712503796
1469,C(COMPANY_ID)[T.453],-4866746736.939817,0.3417100073501077
1470,C(COMPANY_ID)[T.4531],-4866746739.362379,0.34171000710990773
1471,C(COMPANY_ID)[T.4532],-4866746737.139355,0.3417100073303745
1472,C(COMPANY_ID)[T.4535],2846990704.576063,0.3417100073480591
1473,C(COMPANY_ID)[T.4538],-4866746737.718327,0.341710007272957
1474,C(COMPANY_ID)[T.4546],-4866746740.308916,0.3417100070160728
1475,C(COMPANY_ID)[T.4548],-4866746736.520996,0.3417100073917312
1476,C(COMPANY_ID)[T.4551],2846990705.0039215,0.3417100072753162
1477,C(COMPANY_ID)[T.4554],417175055.0629891,0.34171000681333985
1478,C(COMPANY_ID)[T.4555],-4173102900.201704,0.3417100072251834
1479,C(COMPANY_ID)[T.4558],-4173102899.59326,0.34171000729538537
1480,C(COMPANY_ID)[T.4559],-2.6245027640383015e-17,0.9833047894083755
1481,C(COMPANY_ID)[T.4562],-1471402738.9738326,0.34171000697903897
1482,C(COMPANY_ID)[T.4563],-1471402735.6531706,0.34171000806866536
1483,C(COMPANY_ID)[T.4565],-4866746737.459608,0.34171000729862444
1484,C(COMPANY_ID)[T.4570],-0.08228598355478844,0.9384316114301106
1485,C(COMPANY_ID)[T.4571],-4866746736.331633,0.34171000741052504
1486,C(COMPANY_ID)[T.4572],-1471402737.8697042,0.34171000734193513
1487,C(COMPANY_ID)[T.4574],417175056.3393947,0.3417100053354917
1488,C(COMPANY_ID)[T.4575],5.776809658759312e-15,0.0006479481527447905
1489,C(COMPANY_ID)[T.4576],613345563.0593631,0.3417100082754052
1490,C(COMPANY_ID)[T.4579],135497076371.96469,0.3417100073821928
1491,C(COMPANY_ID)[T.4580],-1471402735.2448835,0.3417100082027099
1492,C(COMPANY_ID)[T.4584],-4173102898.140723,0.3417100074635123
1493,C(COMPANY_ID)[T.4585],417175052.5380852,0.3417100097377189
1494,C(COMPANY_ID)[T.4586],-29208743034.577477,0.3417100073615086
1495,C(COMPANY_ID)[T.4588],417175054.09086657,0.34171000793821693
1496,C(COMPANY_ID)[T.4590],-4866746735.986429,0.3417100074447721
1497,C(COMPANY_ID)[T.4591],3173357206.5144625,0.3417100068855875
1498,C(COMPANY_ID)[T.4592],-1471402738.318163,0.341710007193992
1499,C(COMPANY_ID)[T.4594],-1471402741.942048,0.3417100060054866
1500,C(COMPANY_ID)[T.4595],-4866746735.535538,0.3417100074895171
1501,C(COMPANY_ID)[T.4596],-1471402738.2254677,0.34171000722475686
1502,C(COMPANY_ID)[T.4597],-1471402739.6238418,0.3417100067659119
1503,C(COMPANY_ID)[T.4598],-1471402739.278007,0.34171000687931996
1504,C(COMPANY_ID)[T.4599],-1471402741.350277,0.3417100061997149
