,Variable,Coefficient,P-value
378,C(COMPANY_ID)[T.2570],-4866746737.096079,0.3417100073346654
379,C(COMPANY_ID)[T.2572],-4866746735.754675,0.34171000746772395
380,C(COMPANY_ID)[T.2573],417175057.8741418,0.3417100035633853
381,C(COMPANY_ID)[T.2574],613345564.06149,0.3417100074870172
382,C(COMPANY_ID)[T.2575],-1076658045.4248965,0.3417100070286766
383,C(COMPANY_ID)[T.2576],-1471402736.484748,0.3417100077947435
384,C(COMPANY_ID)[T.2578],-1471402737.3559017,0.34171000750967284
385,C(COMPANY_ID)[T.2580],417175054.727533,0.3417100072035185
386,C(COMPANY_ID)[T.2581],417175053.7201092,0.3417100083697775
387,C(COMPANY_ID)[T.2582],-1471402738.2340593,0.34171000722166656
388,C(COMPANY_ID)[T.2588],-4173102898.6355324,0.34171000740626856
389,C(COMPANY_ID)[T.2591],-1471402738.6150813,0.34171000709725385
390,C(COMPANY_ID)[T.2598],417175054.8799077,0.3417100070276454
391,C(COMPANY_ID)[T.2599],417175053.9659902,0.34171000808457164
392,C(COMPANY_ID)[T.2600],417175055.8353145,0.3417100059217917
393,C(COMPANY_ID)[T.2601],417175055.2872894,0.34171000655585315
394,C(COMPANY_ID)[T.2604],417175054.6144452,0.34171000733482926
395,C(COMPANY_ID)[T.2607],-4866746736.578897,0.3417100073858744
396,C(COMPANY_ID)[T.2609],-1076658044.4912724,0.3417100074475048
397,C(COMPANY_ID)[T.261],-4866746736.168114,0.34171000742673463
398,C(COMPANY_ID)[T.2610],-29208743032.79959,0.34171000739083857
399,C(COMPANY_ID)[T.2611],-29208743035.30864,0.34171000734939727
400,C(COMPANY_ID)[T.2612],-4173102897.20944,0.3417100075712114
401,C(COMPANY_ID)[T.2614],417175057.4415026,0.34171000406298857
402,C(COMPANY_ID)[T.2616],613345564.6401825,0.34171000703165544
403,C(COMPANY_ID)[T.2617],417175055.14874613,0.3417100067146608
404,C(COMPANY_ID)[T.2618],-1076658043.944915,0.3417100076923314
405,C(COMPANY_ID)[T.2619],613345564.6005795,0.34171000706273624
406,C(COMPANY_ID)[T.262],-4866746736.670729,0.3417100073768312
407,C(COMPANY_ID)[T.2620],-29208743035.144073,0.34171000735214085
408,C(COMPANY_ID)[T.2622],-1471402739.8210468,0.34171000670118834
409,C(COMPANY_ID)[T.2623],1672273398.474811,0.3417100077429839
410,C(COMPANY_ID)[T.2624],1672273400.7724295,0.34171000707990196
411,C(COMPANY_ID)[T.2627],417175056.0622084,0.3417100056589292
412,C(COMPANY_ID)[T.2629],135497076372.04395,0.34171000738191404
413,C(COMPANY_ID)[T.2630],417175057.4729433,0.34171000402683205
414,C(COMPANY_ID)[T.2631],1.7286456656120666,0.0029239819745112334
415,C(COMPANY_ID)[T.2633],-1076658046.322476,0.34171000662626383
416,C(COMPANY_ID)[T.2634],613345564.0722296,0.34171000747831315
417,C(COMPANY_ID)[T.2638],-1076658044.172759,0.34171000759029424
418,C(COMPANY_ID)[T.2639],613345564.6388657,0.3417100070325887
419,C(COMPANY_ID)[T.2640],417175054.657485,0.34171000728514367
420,C(COMPANY_ID)[T.2642],417175052.1029419,0.3417100102406133
421,C(COMPANY_ID)[T.2643],3173357202.2205553,0.3417100075390629
422,C(COMPANY_ID)[T.2644],1672273401.4270968,0.34171000689088005
423,C(COMPANY_ID)[T.2645],-29208743029.125664,0.34171000745158864
424,C(COMPANY_ID)[T.2647],-1076658045.791251,0.34171000686464914
425,C(COMPANY_ID)[T.2648],1672273398.424253,0.3417100077573956
426,C(COMPANY_ID)[T.2650],-5490601996.089556,0.34171000728381473
427,C(COMPANY_ID)[T.2651],-4866746737.905302,0.3417100072544025
428,C(COMPANY_ID)[T.2652],-4173102901.44746,0.34171000708103094
429,C(COMPANY_ID)[T.2657],-4866746736.501987,0.3417100073935764
430,C(COMPANY_ID)[T.2660],417175053.59292257,0.3417100085166247
431,C(COMPANY_ID)[T.2661],-1471402738.5709457,0.34171000711143773
432,C(COMPANY_ID)[T.2663],613345565.9948943,0.3417100059655599
433,C(COMPANY_ID)[T.2667],-0.15536806439755074,0.7201869934625
434,C(COMPANY_ID)[T.2670],-4866746738.2344265,0.34171000722178235
435,C(COMPANY_ID)[T.2671],-4173102901.110384,0.3417100071199586
436,C(COMPANY_ID)[T.2674],613345564.4555132,0.34171000717729416
437,C(COMPANY_ID)[T.2677],-4866746734.94688,0.3417100075478098
438,C(COMPANY_ID)[T.2680],1.1339119767434165,0.003572594495415271
439,C(COMPANY_ID)[T.2681],1672273399.172649,0.34171000754156433
440,C(COMPANY_ID)[T.2687],-4866746736.062494,0.3417100074371521
441,C(COMPANY_ID)[T.2688],-29208743033.18885,0.34171000738445134
442,C(COMPANY_ID)[T.2693],-4866746736.754196,0.3417100073685614
443,C(COMPANY_ID)[T.2694],-29208743033.252274,0.34171000738339763
444,C(COMPANY_ID)[T.2695],2112027721.575685,0.3417100075391868
445,C(COMPANY_ID)[T.2696],417175054.1405685,0.3417100078824469
446,C(COMPANY_ID)[T.2697],417175055.3834418,0.3417100064444245
447,C(COMPANY_ID)[T.2703],417175053.1636777,0.3417100090130071
448,C(COMPANY_ID)[T.2709],-1471402736.8386722,0.3417100076795394
449,C(COMPANY_ID)[T.271],-29208743032.361725,0.3417100073981091
450,C(COMPANY_ID)[T.2711],-1471402737.8744087,0.341710007339867
451,C(COMPANY_ID)[T.2712],-4866746735.658976,0.3417100074772009
452,C(COMPANY_ID)[T.2714],-4866746737.70097,0.34171000727463574
453,C(COMPANY_ID)[T.2715],-1076658047.3080451,0.34171000618442815
454,C(COMPANY_ID)[T.2716],-1471402738.2048569,0.34171000723144684
455,C(COMPANY_ID)[T.2718],1672273399.2838707,0.3417100075097663
456,C(COMPANY_ID)[T.2719],-5490601996.415178,0.3417100072551168
457,C(COMPANY_ID)[T.2720],613345565.4388585,0.3417100064030768
458,C(COMPANY_ID)[T.2721],2112027723.0828223,0.34171000719473554
459,C(COMPANY_ID)[T.2722],417175055.7392678,0.3417100060327226
460,C(COMPANY_ID)[T.2724],-4866746737.638145,0.34171000728089385
461,C(COMPANY_ID)[T.2725],135497076372.91522,0.3417100073788141
462,C(COMPANY_ID)[T.2727],-1471402737.1538405,0.3417100075762539
463,C(COMPANY_ID)[T.2728],417175052.8917489,0.34171000932792317
464,C(COMPANY_ID)[T.2734],417175053.71646464,0.34171000837377896
465,C(COMPANY_ID)[T.2737],417175059.150766,0.3417100020854278
466,C(COMPANY_ID)[T.2738],-1471402736.5534143,0.3417100077731938
467,C(COMPANY_ID)[T.2739],-4866746737.8462105,0.3417100072602721
468,C(COMPANY_ID)[T.2742],-29208743034.13076,0.34171000736886825
469,C(COMPANY_ID)[T.2743],-6853817435.874672,0.34171000736567414
470,C(COMPANY_ID)[T.2745],-872975.6631827625,0.3417100073810784
471,C(COMPANY_ID)[T.2746],-4173102899.9132824,0.34171000725842704
472,C(COMPANY_ID)[T.2750],613345563.0936232,0.3417100082481489
473,C(COMPANY_ID)[T.2751],417175053.7362627,0.3417100083505755
474,C(COMPANY_ID)[T.2752],-1.3851458324317083,0.0008734591752314856
475,C(COMPANY_ID)[T.2753],1672273400.5089822,0.3417100071559519
476,C(COMPANY_ID)[T.2754],417175056.8961661,0.34171000469413304
477,C(COMPANY_ID)[T.2756],417175053.28401244,0.3417100088738657
478,C(COMPANY_ID)[T.2757],-4866746736.018894,0.34171000744158864
479,C(COMPANY_ID)[T.2760],-4866746735.509472,0.3417100074920084
480,C(COMPANY_ID)[T.2761],-1471402738.3329945,0.34171000718927025
481,C(COMPANY_ID)[T.2766],-6853817435.987656,0.3417100073578213
482,C(COMPANY_ID)[T.2767],-1076658046.0440972,0.3417100067511041
483,C(COMPANY_ID)[T.2772],-1076658046.1796703,0.341710006690485
484,C(COMPANY_ID)[T.2775],-29208743033.983704,0.3417100073712488
485,C(COMPANY_ID)[T.2778],0.15167838324784827,0.5690866634673561
486,C(COMPANY_ID)[T.2779],0.37879059286225436,0.1570324953622816
487,C(COMPANY_ID)[T.2781],-29208743033.45681,0.3417100073800162
488,C(COMPANY_ID)[T.2783],613345565.2205906,0.34171000657421824
489,C(COMPANY_ID)[T.2784],417175053.6970066,0.3417100083962329
490,C(COMPANY_ID)[T.2786],613345561.8219688,0.34171000924927153
491,C(COMPANY_ID)[T.2789],417175055.2259165,0.34171000662683826
492,C(COMPANY_ID)[T.2791],417175052.0765133,0.34171001027136194
493,C(COMPANY_ID)[T.2792],417175054.25239885,0.34171000775260174
494,C(COMPANY_ID)[T.2794],417175051.9119183,0.34171001045545824
495,C(COMPANY_ID)[T.2797],-0.2570645405194187,0.7317783337275434
496,C(COMPANY_ID)[T.2798],-6853817436.558029,0.3417100073175957
497,C(COMPANY_ID)[T.2804],-29208743033.35894,0.341710007381662
498,C(COMPANY_ID)[T.2806],-5490601995.686695,0.3417100073191993
499,C(COMPANY_ID)[T.2807],417175054.2046094,0.3417100078080261
500,C(COMPANY_ID)[T.2809],135497076372.02032,0.34171000738199986
501,C(COMPANY_ID)[T.2814],613345563.7410672,0.3417100077391312
502,C(COMPANY_ID)[T.2815],-4866746736.124182,0.3417100074311117
503,C(COMPANY_ID)[T.2816],-5490601993.478533,0.3417100075133518
504,C(COMPANY_ID)[T.2819],417175054.56339014,0.3417100073936673
505,C(COMPANY_ID)[T.2820],417175053.88616824,0.3417100081765234
506,C(COMPANY_ID)[T.2822],-1471402735.030579,0.34171000827276565
507,C(COMPANY_ID)[T.2823],-4866746737.935652,0.3417100072512693
508,C(COMPANY_ID)[T.2825],-1471402737.9814243,0.3417100073047332
509,C(COMPANY_ID)[T.2829],-1471402737.2071548,0.341710007558629
510,C(COMPANY_ID)[T.2830],613345565.3146262,0.3417100065007995
511,C(COMPANY_ID)[T.2831],-4866746736.320177,0.34171000741163904
512,C(COMPANY_ID)[T.2832],417175054.5837375,0.3417100073704016
513,C(COMPANY_ID)[T.2838],417175052.2468258,0.3417100100741466
514,C(COMPANY_ID)[T.2841],-29208743032.697235,0.3417100073925544
515,C(COMPANY_ID)[T.2842],613345566.8421006,0.3417100052987979
516,C(COMPANY_ID)[T.2843],-4866746735.150814,0.3417100075276218
517,C(COMPANY_ID)[T.2844],-1471402736.823894,0.3417100076841836
518,C(COMPANY_ID)[T.2845],-4866746736.094475,0.3417100074339684
519,C(COMPANY_ID)[T.2846],-1076658042.7250059,0.34171000823905506
520,C(COMPANY_ID)[T.2847],2051526.9771347856,0.3417100073810707
521,C(COMPANY_ID)[T.285],-774445.1556810322,0.34171000738108226
522,C(COMPANY_ID)[T.2850],-4866746735.407249,0.34171000750211455
523,C(COMPANY_ID)[T.2853],-4173102899.080497,0.3417100073547329
524,C(COMPANY_ID)[T.2854],2112027724.8459077,0.3417100067919111
525,C(COMPANY_ID)[T.2856],-1471402737.8135157,0.3417100073598375
526,C(COMPANY_ID)[T.2857],-1.3323950147892965,4.893492400187721e-06
527,C(COMPANY_ID)[T.2858],417175054.1103109,0.3417100079178277
528,C(COMPANY_ID)[T.2859],417175054.81916714,0.3417100070975041
529,C(COMPANY_ID)[T.2860],417175054.06493235,0.34171000797004936
530,C(COMPANY_ID)[T.2861],1672273399.808783,0.3417100073581203
531,C(COMPANY_ID)[T.2862],0.33532925548329007,0.41262419492109736
532,C(COMPANY_ID)[T.2864],-4866746736.222019,0.34171000742131297
533,C(COMPANY_ID)[T.2865],417175055.5662408,0.341710006233949
534,C(COMPANY_ID)[T.2866],-4866746736.265537,0.341710007417082
535,C(COMPANY_ID)[T.2867],2112027724.1069703,0.3417100069606598
536,C(COMPANY_ID)[T.2869],417175052.58776104,0.34171000968011833
537,C(COMPANY_ID)[T.2871],-3031573.2361129234,0.3417100073810784
538,C(COMPANY_ID)[T.2872],417175053.49419653,0.3417100086317729
539,C(COMPANY_ID)[T.2875],417175055.94543326,0.34171000579464583
540,C(COMPANY_ID)[T.2877],417175052.5897713,0.3417100096752902
541,C(COMPANY_ID)[T.2879],-4866746733.808977,0.3417100076606774
542,C(COMPANY_ID)[T.2881],-29208743033.621002,0.34171000737727764
543,C(COMPANY_ID)[T.2882],2112027721.5904803,0.3417100075358229
544,C(COMPANY_ID)[T.2883],613345565.0787218,0.34171000668650175
545,C(COMPANY_ID)[T.2884],-1076658043.1429927,0.3417100080519635
546,C(COMPANY_ID)[T.2886],417175055.3073348,0.3417100065334798
547,C(COMPANY_ID)[T.2893],417175056.2948189,0.3417100053902017
548,C(COMPANY_ID)[T.2894],-5490601995.578026,0.34171000732875456
549,C(COMPANY_ID)[T.2896],-1076658043.9257944,0.3417100077005286
550,C(COMPANY_ID)[T.2897],613345565.9025319,0.3417100060388
551,C(COMPANY_ID)[T.2898],417175055.69487715,0.3417100060849658
552,C(COMPANY_ID)[T.2899],417175055.1678791,0.3417100066948958
553,C(COMPANY_ID)[T.2900],417175055.4862175,0.3417100063264312
554,C(COMPANY_ID)[T.2901],-4173102900.3502846,0.3417100072078355
555,C(COMPANY_ID)[T.2902],417175053.818007,0.34171000825617115
556,C(COMPANY_ID)[T.2905],-29208743032.819748,0.34171000739052804
557,C(COMPANY_ID)[T.2906],417175055.6513798,0.3417100061354197
558,C(COMPANY_ID)[T.2907],-4866746737.74328,0.34171000727045675
559,C(COMPANY_ID)[T.2908],-1.5811157109178984,0.12976151388800278
560,C(COMPANY_ID)[T.2910],2846990705.046054,0.34171000726853284
561,C(COMPANY_ID)[T.2913],-4866746736.802839,0.3417100073637336
562,C(COMPANY_ID)[T.2917],417175054.8637427,0.34171000704603305
563,C(COMPANY_ID)[T.2918],-29208743033.694054,0.3417100073760718
564,C(COMPANY_ID)[T.2919],-29208743034.85283,0.34171000735697965
565,C(COMPANY_ID)[T.2920],613345562.9112623,0.34171000839249943
566,C(COMPANY_ID)[T.2923],-4173102899.0910854,0.34171000737929724
567,C(COMPANY_ID)[T.2927],135497076371.33041,0.34171000738448376
568,C(COMPANY_ID)[T.2935],-1471402738.396978,0.34171000716842426
569,C(COMPANY_ID)[T.2936],417175052.24020517,0.34171001008184554
570,C(COMPANY_ID)[T.2941],-1471402735.58047,0.3417100080923988
571,C(COMPANY_ID)[T.2943],-4866746737.943718,0.3417100072505528
572,C(COMPANY_ID)[T.2946],417175054.9262992,0.3417100069731467
573,C(COMPANY_ID)[T.2947],-4866746736.356779,0.3417100074079512
574,C(COMPANY_ID)[T.2949],-4866746735.461681,0.3417100074967696
575,C(COMPANY_ID)[T.2951],-1471402736.0947428,0.34171000792367634
576,C(COMPANY_ID)[T.2957],1672273399.3371658,0.3417100074941337
577,C(COMPANY_ID)[T.2959],-29208743030.833298,0.34171000742335933
578,C(COMPANY_ID)[T.2967],-4866746735.501072,0.341710007492839
579,C(COMPANY_ID)[T.2969],417175050.912078,0.3417100116190609
580,C(COMPANY_ID)[T.297],1672273400.457281,0.34171000717091815
581,C(COMPANY_ID)[T.2970],417175050.8706788,0.3417100116663728
582,C(COMPANY_ID)[T.2971],613345564.6924493,0.3417100069902038
583,C(COMPANY_ID)[T.2972],-29208743035.304626,0.3417100073494883
584,C(COMPANY_ID)[T.2973],-29208743031.24549,0.3417100074165377
585,C(COMPANY_ID)[T.2974],-6853817437.006554,0.3417100072860003
586,C(COMPANY_ID)[T.2976],-4866746736.992756,0.3417100073449131
587,C(COMPANY_ID)[T.298],-29208743035.008957,0.3417100073543361
588,C(COMPANY_ID)[T.2980],-1076658046.4912417,0.3417100065506463
589,C(COMPANY_ID)[T.2987],417175055.0059035,0.34171000688153486
590,C(COMPANY_ID)[T.2992],-29208743033.73658,0.3417100073754682
591,C(COMPANY_ID)[T.2995],-1471402741.3064256,0.34171000621388214
592,C(COMPANY_ID)[T.2996],-4866746736.915073,0.3417100073526034
593,C(COMPANY_ID)[T.2999],417175056.5919695,0.34171000504598636
594,C(COMPANY_ID)[T.3001],-0.1700991702721506,0.8706605726715775
595,C(COMPANY_ID)[T.3008],-29208743034.525673,0.34171000736234336
596,C(COMPANY_ID)[T.3009],613345563.9929736,0.341710007540899
597,C(COMPANY_ID)[T.3010],-29208743032.117043,0.3417100074021685
598,C(COMPANY_ID)[T.3018],-4866746738.818033,0.3417100071638768
599,C(COMPANY_ID)[T.3022],-4866746736.153551,0.34171000742819946
600,C(COMPANY_ID)[T.3023],417175054.5633278,0.34171000739352153
601,C(COMPANY_ID)[T.3024],-1471402737.717793,0.3417100073910846
602,C(COMPANY_ID)[T.3025],-29208743035.077072,0.34171000735326074
603,C(COMPANY_ID)[T.3028],-29208743034.384285,0.3417100073646596
604,C(COMPANY_ID)[T.3031],-1076658044.2049596,0.34171000757567194
605,C(COMPANY_ID)[T.3032],135497076373.32214,0.341710007377356
606,C(COMPANY_ID)[T.3033],417175054.85923886,0.3417100070511483
607,C(COMPANY_ID)[T.3035],417175054.1527649,0.3417100078687886
608,C(COMPANY_ID)[T.3038],-4866746738.140917,0.34171000723106004
609,C(COMPANY_ID)[T.3039],417175055.95360804,0.34171000578517974
610,C(COMPANY_ID)[T.3040],417175056.37536037,0.34171000529707896
611,C(COMPANY_ID)[T.3043],-4866746735.69108,0.34171000747402014
612,C(COMPANY_ID)[T.3044],417175055.92205095,0.3417100058212371
613,C(COMPANY_ID)[T.3046],-4866746736.452591,0.3417100073984941
614,C(COMPANY_ID)[T.3048],-4866746734.537825,0.3417100075883789
615,C(COMPANY_ID)[T.3050],-4866746736.159441,0.3417100074275601
616,C(COMPANY_ID)[T.3054],1672273401.7949638,0.34171000678460983
617,C(COMPANY_ID)[T.3055],417175052.99673855,0.3417100092051514
618,C(COMPANY_ID)[T.3058],613345563.5772157,0.34171000786885075
619,C(COMPANY_ID)[T.3059],-1076658044.9971688,0.34171000722054146
620,C(COMPANY_ID)[T.3063],-4866746738.594877,0.3417100071860364
621,C(COMPANY_ID)[T.3068],-4866746733.009754,0.34171000773999194
622,C(COMPANY_ID)[T.3069],-6853817435.493626,0.3417100073925734
623,C(COMPANY_ID)[T.3071],417175052.78027487,0.34171000942149365
624,C(COMPANY_ID)[T.3072],-0.778379651353593,0.09247678592459212
625,C(COMPANY_ID)[T.3074],-1471402736.2132845,0.3417100078849479
626,C(COMPANY_ID)[T.3077],417175054.63080823,0.3417100073152669
627,C(COMPANY_ID)[T.3078],135497076371.70615,0.34171000738313484
628,C(COMPANY_ID)[T.3079],417175053.8511349,0.34171000821747666
629,C(COMPANY_ID)[T.3083],-1076658044.1113112,0.34171000761782455
630,C(COMPANY_ID)[T.3084],-1076658041.9634094,0.3417100085807372
631,C(COMPANY_ID)[T.3085],-1471402738.2793713,0.34171000720709166
632,C(COMPANY_ID)[T.3086],-29208743030.829994,0.3417100074234166
633,C(COMPANY_ID)[T.3087],-1471402737.8821902,0.34171000733725865
634,C(COMPANY_ID)[T.3091],-0.9080370994095017,0.05528804437612919
635,C(COMPANY_ID)[T.3092],0.7383002261553593,0.014291454407301854
636,C(COMPANY_ID)[T.3096],-29208743035.01854,0.34171000735420665
637,C(COMPANY_ID)[T.3098],417175053.02692616,0.3417100091714773
638,C(COMPANY_ID)[T.3099],-4866746736.776775,0.3417100073663324
639,C(COMPANY_ID)[T.3103],-1471402739.2121453,0.3417100069010929
640,C(COMPANY_ID)[T.3105],613345565.5963275,0.3417100062787892
641,C(COMPANY_ID)[T.3106],-29208743034.507683,0.3417100073626629
642,C(COMPANY_ID)[T.3107],2112027724.3550968,0.34171000690420883
643,C(COMPANY_ID)[T.3109],-4866746735.263737,0.34171000751639713
644,C(COMPANY_ID)[T.3111],417175056.2358048,0.34171000545894736
645,C(COMPANY_ID)[T.3119],-4866746736.474117,0.3417100073963888
646,C(COMPANY_ID)[T.3120],-4866746737.16716,0.34171000732760104
647,C(COMPANY_ID)[T.3125],613345563.3682177,0.3417100080326201
648,C(COMPANY_ID)[T.3126],417175054.4267683,0.3417100075512314
649,C(COMPANY_ID)[T.3128],-4173102899.6598644,0.34171000728773104
650,C(COMPANY_ID)[T.3129],-4866746738.264143,0.34171000721880307
651,C(COMPANY_ID)[T.3130],417175054.98979354,0.3417100069001273
652,C(COMPANY_ID)[T.3135],2846990706.0411205,0.3417100070997433
653,C(COMPANY_ID)[T.3136],-1076658046.5066795,0.34171000654398
654,C(COMPANY_ID)[T.3137],135497076373.26569,0.3417100073775644
655,C(COMPANY_ID)[T.3138],613345563.2635918,0.3417100081150377
656,C(COMPANY_ID)[T.3148],-1471402738.4225936,0.3417100071600344
657,C(COMPANY_ID)[T.3150],613345564.0251544,0.34171000751553093
658,C(COMPANY_ID)[T.3152],2846990703.0289316,0.34171000761044257
659,C(COMPANY_ID)[T.3156],417175056.016721,0.3417100057118775
660,C(COMPANY_ID)[T.3157],417175053.9994966,0.3417100080454176
661,C(COMPANY_ID)[T.3159],417175053.2190658,0.34171000894883474
662,C(COMPANY_ID)[T.3160],417175052.9063214,0.3417100093112394
663,C(COMPANY_ID)[T.3161],613345563.5935531,0.3417100078553229
664,C(COMPANY_ID)[T.3163],-4866746736.435419,0.34171000740018787
665,C(COMPANY_ID)[T.3165],-29208743032.64615,0.3417100073934296
666,C(COMPANY_ID)[T.3167],-5490601996.739258,0.3417100072266881
667,C(COMPANY_ID)[T.3168],0.7542602895605605,0.2265266696226693
668,C(COMPANY_ID)[T.3169],613345565.8151531,0.3417100061068674
669,C(COMPANY_ID)[T.3170],8719727971.24324,0.34171000743315916
670,C(COMPANY_ID)[T.3171],613345564.119353,0.3417100074414524
671,C(COMPANY_ID)[T.3172],135497076370.9299,0.3417100073858774
672,C(COMPANY_ID)[T.3174],-4866746736.670164,0.34171000737694157
673,C(COMPANY_ID)[T.3176],417175054.1860455,0.3417100078303935
674,C(COMPANY_ID)[T.3177],417175054.4127971,0.34171000756774716
675,C(COMPANY_ID)[T.3178],-4866746735.80212,0.34171000746296487
676,C(COMPANY_ID)[T.3180],-4866746737.057833,0.3417100073384679
677,C(COMPANY_ID)[T.3181],613345565.5755913,0.34171000629552917
678,C(COMPANY_ID)[T.3182],-1.3394700608099401,0.0013611693756065322
679,C(COMPANY_ID)[T.3183],417175053.0031831,0.34171000919874195
680,C(COMPANY_ID)[T.3184],417175055.15630674,0.34171000670750995
681,C(COMPANY_ID)[T.3188],417175053.5742166,0.34171000853797306
682,C(COMPANY_ID)[T.3189],-29208743031.091187,0.34171000741911195
683,C(COMPANY_ID)[T.3191],417175053.9853456,0.3417100080621863
684,C(COMPANY_ID)[T.3196],613345563.1894088,0.34171000817338293
685,C(COMPANY_ID)[T.3198],417175056.1371871,0.3417100055723574
686,C(COMPANY_ID)[T.3199],1.1804452216152255,0.006017981962335232
687,C(COMPANY_ID)[T.3202],-4866746739.767305,0.34171000706973065
688,C(COMPANY_ID)[T.3204],613345563.9567609,0.341710007569215
689,C(COMPANY_ID)[T.3205],2846990702.504856,0.34171000769927484
690,C(COMPANY_ID)[T.3206],-4173102899.743719,0.3417100072780588
691,C(COMPANY_ID)[T.3208],-29208743032.32837,0.3417100073986634
692,C(COMPANY_ID)[T.3210],-29208743035.56109,0.34171000734524737
693,C(COMPANY_ID)[T.3212],1672273395.0564847,0.3417100087298568
694,C(COMPANY_ID)[T.3213],417175054.65313315,0.3417100072890945
695,C(COMPANY_ID)[T.3217],-1076658042.4965134,0.34171000834184795
696,C(COMPANY_ID)[T.3223],2846990705.4398327,0.3417100072016991
697,C(COMPANY_ID)[T.3224],-6853817436.182753,0.3417100073439633
698,C(COMPANY_ID)[T.3226],-6853817438.879776,0.34171000715404776
699,C(COMPANY_ID)[T.3228],1672273399.0080981,0.3417100075891969
700,C(COMPANY_ID)[T.3229],-0.9488618970701124,0.0011423650053680103
701,C(COMPANY_ID)[T.3232],417175054.2285062,0.3417100077813011
702,C(COMPANY_ID)[T.3236],417175053.61476934,0.34171000848976996
703,C(COMPANY_ID)[T.3237],-29208743032.583527,0.3417100073944528
704,C(COMPANY_ID)[T.3242],-4866746739.124353,0.34171000713346544
705,C(COMPANY_ID)[T.3243],417175051.85698843,0.34171001052521666
706,C(COMPANY_ID)[T.3244],-29208743032.789856,0.3417100073910413
707,C(COMPANY_ID)[T.3246],135497076369.83792,0.34171000738978885
708,C(COMPANY_ID)[T.3247],-29208743033.597717,0.3417100073776683
709,C(COMPANY_ID)[T.3248],-29208743033.16635,0.34171000738483115
710,C(COMPANY_ID)[T.325],-6853817435.530182,0.34171000738999036
711,C(COMPANY_ID)[T.3250],417175055.5535877,0.3417100062477564
712,C(COMPANY_ID)[T.3251],-4866746738.982265,0.34171000714757827
713,C(COMPANY_ID)[T.3253],417175054.18022954,0.3417100078366603
714,C(COMPANY_ID)[T.3254],-4866746734.757572,0.34171000756663616
715,C(COMPANY_ID)[T.3255],613345562.8640821,0.3417100084295571
716,C(COMPANY_ID)[T.3256],417175054.7946322,0.34171000712605515
717,C(COMPANY_ID)[T.3257],417175052.62615,0.3417100096352571
718,C(COMPANY_ID)[T.3258],-1076658044.854997,0.3417100072843632
719,C(COMPANY_ID)[T.3259],-1076658044.4817395,0.341710007451718
720,C(COMPANY_ID)[T.3260],-4866746737.277517,0.34171000731663215
721,C(COMPANY_ID)[T.3264],-4173102900.9277916,0.3417100071411159
722,C(COMPANY_ID)[T.3266],-4866746737.313402,0.3417100073131316
723,C(COMPANY_ID)[T.3267],2846990702.627084,0.3417100076786369
724,C(COMPANY_ID)[T.3271],-29208743031.123215,0.3417100074185838
725,C(COMPANY_ID)[T.3272],8719727970.508638,0.34171000747381863
726,C(COMPANY_ID)[T.3276],417175054.46840394,0.34171000750351843
727,C(COMPANY_ID)[T.3277],-1076658044.9592535,0.3417100072376762
728,C(COMPANY_ID)[T.3278],1672273401.6237278,0.3417100068342156
729,C(COMPANY_ID)[T.3279],1672273401.2792,0.3417100069331612
730,C(COMPANY_ID)[T.3280],1672273400.4499226,0.34171000717298905
731,C(COMPANY_ID)[T.3282],-4866746735.963291,0.3417100074470155
732,C(COMPANY_ID)[T.3283],-29208743033.155884,0.34171000738496626
733,C(COMPANY_ID)[T.3285],-1471402738.600698,0.3417100071015866
734,C(COMPANY_ID)[T.3286],-1471402737.5340939,0.34171000745149027
735,C(COMPANY_ID)[T.3289],-1471402738.2616205,0.3417100072126962
736,C(COMPANY_ID)[T.3291],1672273398.2572875,0.34171000780593186
737,C(COMPANY_ID)[T.3292],0.7642940216970617,0.02269761209919755
738,C(COMPANY_ID)[T.3298],-4866746737.140076,0.34171000733024426
739,C(COMPANY_ID)[T.3299],-1471402739.4187775,0.34171000683339414
740,C(COMPANY_ID)[T.3300],3173357204.8697577,0.34171000713603095
741,C(COMPANY_ID)[T.3301],-29208743031.88919,0.3417100074059234
742,C(COMPANY_ID)[T.3305],3173357202.8252525,0.34171000744704716
743,C(COMPANY_ID)[T.3306],-4866746736.171841,0.34171000742634183
744,C(COMPANY_ID)[T.3307],613345564.0560808,0.3417100074913261
745,C(COMPANY_ID)[T.3308],613345561.592794,0.3417100094299884
746,C(COMPANY_ID)[T.3309],-1.2294746684781597,0.24981256928589612
747,C(COMPANY_ID)[T.3310],417175054.20476615,0.3417100078085573
748,C(COMPANY_ID)[T.3311],-1471402738.4637413,0.3417100071463963
749,C(COMPANY_ID)[T.3312],-4866746738.289133,0.34171000721635736
750,C(COMPANY_ID)[T.3313],-29208743030.830124,0.34171000742342317
751,C(COMPANY_ID)[T.3318],-4866746736.674669,0.3417100073764556
752,C(COMPANY_ID)[T.3320],417175054.4923041,0.34171000747569513
753,C(COMPANY_ID)[T.3321],2846990703.246249,0.3417100075735844
754,C(COMPANY_ID)[T.3325],-29208743033.84263,0.3417100073736209
755,C(COMPANY_ID)[T.3326],2846990702.642866,0.3417100076759805
756,C(COMPANY_ID)[T.3328],-6853817437.374981,0.3417100072600282
757,C(COMPANY_ID)[T.3331],-6853817434.369711,0.34171000747170266
758,C(COMPANY_ID)[T.3332],417175054.6888342,0.3417100072481243
